date,T2M,PRECTOTCORR,RH2M,WS2M,location
2020-10-04,20.76,0.36,69.87,1.26,Kisumu_Kenya
2020-10-05,20.89,6.39,73.26,0.89,Kisumu_Kenya
2020-10-06,21.01,2.0,70.65,0.94,Kisumu_Kenya
2020-10-07,20.58,4.35,74.16,1.07,Kisumu_Kenya
2020-10-08,20.78,5.11,74.12,0.85,Kisumu_Kenya
2020-10-09,20.65,9.19,76.88,1.3,Kisumu_Kenya
2020-10-10,19.81,18.28,82.43,1.15,Kisumu_Kenya
2020-10-11,19.71,40.66,82.29,0.91,Kisumu_Kenya
2020-10-12,20.22,5.58,77.44,1.11,Kisumu_Kenya
2020-10-13,20.37,8.57,78.27,1.15,Kisumu_Kenya
2020-10-14,20.46,1.97,74.7,0.93,Kisumu_Kenya
2020-10-15,20.43,0.98,74.51,1.0,Kisumu_Kenya
2020-10-16,20.0,0.72,74.99,1.11,Kisumu_Kenya
2020-10-17,19.19,17.49,83.71,0.94,Kisumu_Kenya
2020-10-18,19.12,13.31,82.21,1.46,Kisumu_Kenya
2020-10-19,19.09,11.93,85.03,1.08,Kisumu_Kenya
2020-10-20,19.54,15.79,84.42,1.08,Kisumu_Kenya
2020-10-21,20.31,14.44,81.31,0.81,Kisumu_Kenya
2020-10-22,20.69,4.1,75.99,1.19,Kisumu_Kenya
2020-10-23,20.45,1.23,77.68,0.98,Kisumu_Kenya
2020-10-24,20.49,1.64,77.06,1.11,Kisumu_Kenya
2020-10-25,19.96,17.06,82.4,0.62,Kisumu_Kenya
2020-10-26,19.78,4.34,83.89,1.5,Kisumu_Kenya
2020-10-27,19.05,12.03,83.65,0.88,Kisumu_Kenya
2020-10-28,19.94,37.25,81.0,1.19,Kisumu_Kenya
2020-10-29,19.29,16.4,83.51,1.78,Kisumu_Kenya
2020-10-30,19.3,4.89,77.64,1.86,Kisumu_Kenya
2020-10-31,20.13,34.67,77.03,1.1,Kisumu_Kenya
2020-11-01,20.52,3.41,76.14,0.76,Kisumu_Kenya
2020-11-02,20.48,4.53,75.68,2.32,Kisumu_Kenya
2020-11-03,20.49,18.32,79.33,2.6,Kisumu_Kenya
2020-11-04,20.42,10.36,79.19,2.44,Kisumu_Kenya
2020-11-05,20.58,31.7,77.8,2.01,Kisumu_Kenya
2020-11-06,19.75,65.4,85.32,1.11,Kisumu_Kenya
2020-11-07,20.25,7.9,82.78,0.71,Kisumu_Kenya
2020-11-08,20.62,4.23,77.41,0.97,Kisumu_Kenya
2020-11-09,20.04,19.44,83.52,1.14,Kisumu_Kenya
2020-11-10,19.78,5.5,77.78,3.01,Kisumu_Kenya
2020-11-11,19.73,2.66,79.9,2.3,Kisumu_Kenya
2020-11-12,19.87,2.21,76.58,2.14,Kisumu_Kenya
2020-11-13,20.21,15.29,78.07,2.21,Kisumu_Kenya
2020-11-14,20.27,27.34,80.36,2.05,Kisumu_Kenya
2020-11-15,20.37,3.39,75.12,1.84,Kisumu_Kenya
2020-11-16,20.24,4.58,78.78,1.75,Kisumu_Kenya
2020-11-17,20.16,7.89,77.04,2.34,Kisumu_Kenya
2020-11-18,19.73,1.61,71.92,2.35,Kisumu_Kenya
2020-11-19,20.18,1.7,74.22,2.03,Kisumu_Kenya
2020-11-20,20.38,8.13,76.79,1.45,Kisumu_Kenya
2020-11-21,20.27,1.03,71.84,2.37,Kisumu_Kenya
2020-11-22,20.7,1.8,75.07,1.9,Kisumu_Kenya
2020-11-23,21.09,2.72,74.67,1.53,Kisumu_Kenya
2020-11-24,21.02,6.39,77.98,1.81,Kisumu_Kenya
2020-11-25,20.33,23.42,80.56,0.73,Kisumu_Kenya
2020-11-26,20.28,5.52,80.55,0.81,Kisumu_Kenya
2020-11-27,20.88,12.77,79.74,1.18,Kisumu_Kenya
2020-11-28,20.98,9.42,78.84,2.01,Kisumu_Kenya
2020-11-29,20.15,15.76,81.4,1.57,Kisumu_Kenya
2020-11-30,19.73,12.55,80.4,1.41,Kisumu_Kenya
2020-12-01,19.84,0.42,69.5,1.89,Kisumu_Kenya
2020-12-02,19.71,0.12,71.43,2.63,Kisumu_Kenya
2020-12-03,19.42,0.26,74.26,3.36,Kisumu_Kenya
2020-12-04,19.67,0.57,72.66,2.27,Kisumu_Kenya
2020-12-05,20.16,1.57,74.14,1.78,Kisumu_Kenya
2020-12-06,20.49,0.59,71.97,1.35,Kisumu_Kenya
2020-12-07,20.57,0.28,69.62,1.54,Kisumu_Kenya
2020-12-08,20.8,22.65,74.77,1.89,Kisumu_Kenya
2020-12-09,19.48,1.54,74.46,3.66,Kisumu_Kenya
2020-12-10,19.79,3.65,72.99,3.13,Kisumu_Kenya
2020-12-11,19.4,0.8,71.7,3.45,Kisumu_Kenya
2020-12-12,19.66,0.83,70.4,2.34,Kisumu_Kenya
2020-12-13,19.2,0.64,69.49,2.57,Kisumu_Kenya
2020-12-14,18.87,0.0,66.4,2.48,Kisumu_Kenya
2020-12-15,19.68,0.02,64.96,1.32,Kisumu_Kenya
2020-12-16,20.21,0.31,65.25,1.12,Kisumu_Kenya
2020-12-17,20.02,3.78,74.21,2.16,Kisumu_Kenya
2020-12-18,19.81,1.27,73.31,2.38,Kisumu_Kenya
2020-12-19,20.06,0.34,69.26,1.87,Kisumu_Kenya
2020-12-20,20.31,1.76,73.27,1.7,Kisumu_Kenya
2020-12-21,20.49,1.32,72.74,1.99,Kisumu_Kenya
2020-12-22,20.56,2.08,71.38,2.64,Kisumu_Kenya
2020-12-23,19.96,0.93,71.53,2.9,Kisumu_Kenya
2020-12-24,20.57,4.5,72.56,2.13,Kisumu_Kenya
2020-12-25,20.65,1.1,68.52,1.59,Kisumu_Kenya
2020-12-26,20.38,0.26,68.78,2.84,Kisumu_Kenya
2020-12-27,19.42,0.0,64.56,3.89,Kisumu_Kenya
2020-12-28,18.68,0.0,62.47,3.85,Kisumu_Kenya
2020-12-29,19.81,0.1,67.42,2.98,Kisumu_Kenya
2020-12-30,20.09,10.12,71.38,3.06,Kisumu_Kenya
2020-12-31,20.2,18.66,78.12,2.13,Kisumu_Kenya
2021-01-01,19.75,22.2,76.28,1.61,Kisumu_Kenya
2021-01-02,19.78,3.0,74.23,2.41,Kisumu_Kenya
2021-01-03,19.85,6.39,74.52,1.8,Kisumu_Kenya
2021-01-04,19.26,3.66,71.9,2.17,Kisumu_Kenya
2021-01-05,19.7,1.3,68.63,2.14,Kisumu_Kenya
2021-01-06,19.9,0.72,71.7,2.1,Kisumu_Kenya
2021-01-07,19.8,0.02,66.26,2.32,Kisumu_Kenya
2021-01-08,19.93,0.91,70.85,1.06,Kisumu_Kenya
2021-01-09,19.87,0.19,75.29,1.57,Kisumu_Kenya
2021-01-10,18.95,0.6,76.88,1.97,Kisumu_Kenya
2021-01-11,19.61,3.72,72.38,1.38,Kisumu_Kenya
2021-01-12,19.57,8.63,76.1,1.76,Kisumu_Kenya
2021-01-13,19.83,3.4,72.93,2.13,Kisumu_Kenya
2021-01-14,20.17,1.51,69.17,2.03,Kisumu_Kenya
2021-01-15,20.18,3.5,70.98,1.77,Kisumu_Kenya
2021-01-16,20.38,3.7,73.67,1.83,Kisumu_Kenya
2021-01-17,19.72,5.5,76.17,1.57,Kisumu_Kenya
2021-01-18,20.19,1.75,70.71,2.35,Kisumu_Kenya
2021-01-19,20.33,1.22,71.55,2.98,Kisumu_Kenya
2021-01-20,20.29,0.37,64.27,3.43,Kisumu_Kenya
2021-01-21,20.05,0.77,71.64,3.16,Kisumu_Kenya
2021-01-22,20.47,4.87,75.37,3.49,Kisumu_Kenya
2021-01-23,20.83,1.19,72.75,3.61,Kisumu_Kenya
2021-01-24,20.26,0.55,70.23,3.77,Kisumu_Kenya
2021-01-25,20.16,0.08,69.24,4.04,Kisumu_Kenya
2021-01-26,19.34,0.03,65.92,4.24,Kisumu_Kenya
2021-01-27,19.27,0.0,61.68,2.89,Kisumu_Kenya
2021-01-28,19.86,0.0,62.93,2.4,Kisumu_Kenya
2021-01-29,20.35,0.04,66.0,3.19,Kisumu_Kenya
2021-01-30,20.19,0.01,63.94,3.33,Kisumu_Kenya
2021-01-31,18.91,0.0,57.65,4.38,Kisumu_Kenya
2021-02-01,19.13,0.01,61.12,4.54,Kisumu_Kenya
2021-02-02,20.15,0.47,63.55,3.2,Kisumu_Kenya
2021-02-03,21.06,0.23,64.02,2.02,Kisumu_Kenya
2021-02-04,20.84,0.35,63.2,1.48,Kisumu_Kenya
2021-02-05,21.01,0.13,62.02,1.5,Kisumu_Kenya
2021-02-06,21.18,1.52,64.75,1.15,Kisumu_Kenya
2021-02-07,20.95,3.57,71.69,1.42,Kisumu_Kenya
2021-02-08,20.37,8.29,73.18,1.84,Kisumu_Kenya
2021-02-09,21.12,4.47,72.64,1.85,Kisumu_Kenya
2021-02-10,20.56,5.44,74.81,2.15,Kisumu_Kenya
2021-02-11,20.46,2.37,74.97,1.85,Kisumu_Kenya
2021-02-12,21.12,0.6,70.06,1.86,Kisumu_Kenya
2021-02-13,20.82,2.65,73.12,1.41,Kisumu_Kenya
2021-02-14,20.19,4.76,75.09,1.54,Kisumu_Kenya
2021-02-15,21.7,5.49,67.5,2.18,Kisumu_Kenya
2021-02-16,21.49,1.16,64.18,1.89,Kisumu_Kenya
2021-02-17,21.74,0.57,65.76,1.95,Kisumu_Kenya
2021-02-18,21.94,0.82,66.63,1.4,Kisumu_Kenya
2021-02-19,21.61,2.43,64.29,1.31,Kisumu_Kenya
2021-02-20,20.92,1.63,71.66,1.29,Kisumu_Kenya
2021-02-21,19.64,2.48,81.31,1.68,Kisumu_Kenya
2021-02-22,18.67,4.91,87.87,1.81,Kisumu_Kenya
2021-02-23,19.78,1.27,69.33,1.95,Kisumu_Kenya
2021-02-24,20.42,0.44,67.6,1.5,Kisumu_Kenya
2021-02-25,20.99,0.02,64.79,2.21,Kisumu_Kenya
2021-02-26,20.53,0.01,58.58,2.68,Kisumu_Kenya
2021-02-27,20.49,0.0,56.1,1.53,Kisumu_Kenya
2021-02-28,21.21,0.0,53.88,2.14,Kisumu_Kenya
2021-03-01,21.61,0.11,57.55,2.4,Kisumu_Kenya
2021-03-02,22.15,0.02,58.19,3.57,Kisumu_Kenya
2021-03-03,22.0,0.0,54.87,3.89,Kisumu_Kenya
2021-03-04,21.95,0.69,62.56,3.35,Kisumu_Kenya
2021-03-05,21.68,1.17,69.59,2.59,Kisumu_Kenya
2021-03-06,22.34,0.27,66.22,2.53,Kisumu_Kenya
2021-03-07,22.01,1.22,64.44,1.85,Kisumu_Kenya
2021-03-08,21.74,0.84,60.76,2.51,Kisumu_Kenya
2021-03-09,21.22,0.21,56.93,4.04,Kisumu_Kenya
2021-03-10,20.74,0.0,53.96,4.41,Kisumu_Kenya
2021-03-11,21.12,0.0,53.52,3.6,Kisumu_Kenya
2021-03-12,21.34,0.01,53.56,3.67,Kisumu_Kenya
2021-03-13,21.51,0.01,54.7,3.67,Kisumu_Kenya
2021-03-14,21.92,0.07,54.35,3.08,Kisumu_Kenya
2021-03-15,22.16,0.77,59.48,2.59,Kisumu_Kenya
2021-03-16,21.47,5.79,67.17,3.26,Kisumu_Kenya
2021-03-17,21.73,2.4,66.91,2.27,Kisumu_Kenya
2021-03-18,21.82,2.58,66.43,1.38,Kisumu_Kenya
2021-03-19,22.13,6.19,66.5,0.82,Kisumu_Kenya
2021-03-20,21.84,7.27,67.68,2.24,Kisumu_Kenya
2021-03-21,21.33,22.64,71.89,2.3,Kisumu_Kenya
2021-03-22,21.52,6.8,68.46,2.92,Kisumu_Kenya
2021-03-23,21.56,1.0,64.5,3.42,Kisumu_Kenya
2021-03-24,21.51,0.58,63.01,3.32,Kisumu_Kenya
2021-03-25,20.99,0.1,63.29,2.07,Kisumu_Kenya
2021-03-26,21.04,0.04,61.59,2.02,Kisumu_Kenya
2021-03-27,20.34,0.85,69.21,1.44,Kisumu_Kenya
2021-03-28,21.23,4.98,70.4,1.1,Kisumu_Kenya
2021-03-29,21.4,4.68,72.29,0.93,Kisumu_Kenya
2021-03-30,21.66,6.05,72.26,1.4,Kisumu_Kenya
2021-03-31,21.57,6.28,71.6,1.43,Kisumu_Kenya
2021-04-01,22.05,4.58,69.38,1.26,Kisumu_Kenya
2021-04-02,20.78,4.09,77.84,0.92,Kisumu_Kenya
2021-04-03,21.65,26.66,72.3,1.13,Kisumu_Kenya
2021-04-04,19.84,45.14,84.82,1.19,Kisumu_Kenya
2021-04-05,19.33,16.15,86.44,1.21,Kisumu_Kenya
2021-04-06,20.71,10.9,79.53,1.13,Kisumu_Kenya
2021-04-07,21.5,7.08,74.28,1.31,Kisumu_Kenya
2021-04-08,21.04,11.02,76.48,1.66,Kisumu_Kenya
2021-04-09,20.93,15.18,74.35,1.22,Kisumu_Kenya
2021-04-10,21.12,10.45,74.7,0.88,Kisumu_Kenya
2021-04-11,21.18,2.71,72.73,1.15,Kisumu_Kenya
2021-04-12,20.7,3.83,76.02,0.88,Kisumu_Kenya
2021-04-13,20.64,14.63,78.4,1.53,Kisumu_Kenya
2021-04-14,20.18,3.4,78.08,1.21,Kisumu_Kenya
2021-04-15,20.94,0.24,70.35,0.75,Kisumu_Kenya
2021-04-16,21.21,1.06,72.12,0.61,Kisumu_Kenya
2021-04-17,21.7,0.79,73.38,0.98,Kisumu_Kenya
2021-04-18,21.76,3.15,69.16,2.06,Kisumu_Kenya
2021-04-19,20.92,3.2,72.96,1.76,Kisumu_Kenya
2021-04-20,20.97,2.28,72.15,2.9,Kisumu_Kenya
2021-04-21,21.38,7.19,71.93,1.6,Kisumu_Kenya
2021-04-22,21.04,31.74,75.47,1.19,Kisumu_Kenya
2021-04-23,20.16,40.91,83.23,1.24,Kisumu_Kenya
2021-04-24,20.17,37.54,83.34,1.18,Kisumu_Kenya
2021-04-25,19.83,29.11,85.33,1.33,Kisumu_Kenya
2021-04-26,19.77,7.51,83.57,1.3,Kisumu_Kenya
2021-04-27,18.91,14.4,85.62,0.77,Kisumu_Kenya
2021-04-28,20.97,1.53,78.16,0.89,Kisumu_Kenya
2021-04-29,21.32,1.4,71.47,1.74,Kisumu_Kenya
2021-04-30,21.16,1.63,75.37,0.48,Kisumu_Kenya
2021-05-01,21.12,6.94,76.82,0.58,Kisumu_Kenya
2021-05-02,21.24,7.57,74.85,1.06,Kisumu_Kenya
2021-05-03,20.82,21.26,78.33,1.0,Kisumu_Kenya
2021-05-04,19.64,27.54,85.02,1.33,Kisumu_Kenya
2021-05-05,19.84,8.07,81.85,1.42,Kisumu_Kenya
2021-05-06,20.29,27.97,76.64,1.03,Kisumu_Kenya
2021-05-07,18.98,52.14,89.29,1.75,Kisumu_Kenya
2021-05-08,18.83,31.11,87.51,2.09,Kisumu_Kenya
2021-05-09,17.89,30.24,85.35,1.24,Kisumu_Kenya
2021-05-10,18.41,31.2,85.76,1.49,Kisumu_Kenya
2021-05-11,18.97,18.36,79.01,1.11,Kisumu_Kenya
2021-05-12,18.74,42.6,83.7,1.19,Kisumu_Kenya
2021-05-13,19.86,1.61,80.36,0.98,Kisumu_Kenya
2021-05-14,20.16,1.11,81.05,0.75,Kisumu_Kenya
2021-05-15,20.65,0.94,77.81,0.66,Kisumu_Kenya
2021-05-16,20.75,1.37,78.89,0.97,Kisumu_Kenya
2021-05-17,20.53,5.86,83.02,1.18,Kisumu_Kenya
2021-05-18,20.82,5.74,82.58,1.33,Kisumu_Kenya
2021-05-19,19.76,12.62,84.68,1.79,Kisumu_Kenya
2021-05-20,19.99,3.57,82.94,1.2,Kisumu_Kenya
2021-05-21,20.78,1.74,78.19,0.66,Kisumu_Kenya
2021-05-22,20.79,1.0,77.77,0.97,Kisumu_Kenya
2021-05-23,20.45,1.92,81.39,1.02,Kisumu_Kenya
2021-05-24,19.65,5.52,83.93,1.32,Kisumu_Kenya
2021-05-25,19.47,6.58,84.76,1.29,Kisumu_Kenya
2021-05-26,20.12,0.99,79.65,1.01,Kisumu_Kenya
2021-05-27,20.77,0.22,72.85,0.86,Kisumu_Kenya
2021-05-28,20.89,0.26,72.21,0.82,Kisumu_Kenya
2021-05-29,20.49,1.15,76.27,0.9,Kisumu_Kenya
2021-05-30,20.38,3.91,79.11,0.84,Kisumu_Kenya
2021-05-31,20.54,0.6,71.44,1.86,Kisumu_Kenya
2021-06-01,20.0,0.04,68.44,1.61,Kisumu_Kenya
2021-06-02,20.32,0.02,69.17,1.31,Kisumu_Kenya
2021-06-03,20.18,0.08,72.8,1.24,Kisumu_Kenya
2021-06-04,20.32,0.34,78.38,0.71,Kisumu_Kenya
2021-06-05,19.38,6.16,81.56,0.82,Kisumu_Kenya
2021-06-06,20.37,2.23,76.16,1.15,Kisumu_Kenya
2021-06-07,20.09,0.24,73.31,1.16,Kisumu_Kenya
2021-06-08,19.83,0.03,69.06,1.35,Kisumu_Kenya
2021-06-09,19.76,0.08,72.35,1.77,Kisumu_Kenya
2021-06-10,20.32,0.09,71.29,0.99,Kisumu_Kenya
2021-06-11,20.41,0.74,73.56,0.59,Kisumu_Kenya
2021-06-12,20.16,1.39,79.42,1.26,Kisumu_Kenya
2021-06-13,19.93,0.74,76.53,1.01,Kisumu_Kenya
2021-06-14,20.37,2.77,77.12,0.82,Kisumu_Kenya
2021-06-15,18.76,9.76,87.03,1.48,Kisumu_Kenya
2021-06-16,18.77,4.03,80.88,0.89,Kisumu_Kenya
2021-06-17,19.38,9.5,82.73,1.44,Kisumu_Kenya
2021-06-18,18.28,5.1,85.78,1.63,Kisumu_Kenya
2021-06-19,19.16,0.7,77.4,0.87,Kisumu_Kenya
2021-06-20,19.35,2.08,77.71,1.07,Kisumu_Kenya
2021-06-21,19.43,2.9,78.48,1.07,Kisumu_Kenya
2021-06-22,19.64,1.32,72.13,1.44,Kisumu_Kenya
2021-06-23,19.54,0.89,72.13,1.43,Kisumu_Kenya
2021-06-24,19.51,0.14,67.92,1.14,Kisumu_Kenya
2021-06-25,18.99,1.42,78.16,1.21,Kisumu_Kenya
2021-06-26,18.9,2.53,82.85,1.39,Kisumu_Kenya
2021-06-27,19.59,4.61,78.79,0.99,Kisumu_Kenya
2021-06-28,19.58,1.96,76.94,1.17,Kisumu_Kenya
2021-06-29,19.41,0.93,77.01,0.76,Kisumu_Kenya
2021-06-30,19.64,0.68,71.86,0.96,Kisumu_Kenya
2021-07-01,19.33,2.66,76.28,1.14,Kisumu_Kenya
2021-07-02,19.18,2.08,78.38,1.07,Kisumu_Kenya
2021-07-03,19.35,2.28,77.75,1.27,Kisumu_Kenya
2021-07-04,18.94,4.95,82.47,1.23,Kisumu_Kenya
2021-07-05,18.75,15.33,80.98,0.98,Kisumu_Kenya
2021-07-06,19.02,5.67,77.95,1.24,Kisumu_Kenya
2021-07-07,18.69,5.96,80.61,1.13,Kisumu_Kenya
2021-07-08,17.68,12.45,83.89,1.28,Kisumu_Kenya
2021-07-09,17.95,10.54,83.02,1.36,Kisumu_Kenya
2021-07-10,18.43,3.63,78.99,1.62,Kisumu_Kenya
2021-07-11,18.76,3.84,77.71,1.34,Kisumu_Kenya
2021-07-12,17.97,7.56,82.01,1.35,Kisumu_Kenya
2021-07-13,18.31,6.88,82.25,1.33,Kisumu_Kenya
2021-07-14,19.27,5.06,78.89,1.57,Kisumu_Kenya
2021-07-15,19.59,6.36,77.14,1.72,Kisumu_Kenya
2021-07-16,19.56,1.69,73.78,1.86,Kisumu_Kenya
2021-07-17,18.81,1.7,77.25,1.23,Kisumu_Kenya
2021-07-18,19.15,0.65,72.56,1.09,Kisumu_Kenya
2021-07-19,18.88,6.76,79.22,1.3,Kisumu_Kenya
2021-07-20,19.13,4.67,79.32,1.38,Kisumu_Kenya
2021-07-21,19.64,1.12,75.41,1.11,Kisumu_Kenya
2021-07-22,19.75,0.19,71.06,1.36,Kisumu_Kenya
2021-07-23,18.92,0.41,76.71,1.75,Kisumu_Kenya
2021-07-24,19.26,0.29,73.17,1.61,Kisumu_Kenya
2021-07-25,18.94,0.15,68.46,2.12,Kisumu_Kenya
2021-07-26,18.99,1.09,73.72,1.24,Kisumu_Kenya
2021-07-27,18.84,4.6,78.66,1.08,Kisumu_Kenya
2021-07-28,18.94,8.74,80.51,1.32,Kisumu_Kenya
2021-07-29,19.18,2.18,76.97,1.53,Kisumu_Kenya
2021-07-30,18.8,1.15,76.34,1.78,Kisumu_Kenya
2021-07-31,19.32,0.33,69.13,2.44,Kisumu_Kenya
2021-08-01,18.8,2.63,73.1,1.36,Kisumu_Kenya
2021-08-02,18.35,6.76,79.5,1.13,Kisumu_Kenya
2021-08-03,19.32,4.77,76.94,1.17,Kisumu_Kenya
2021-08-04,20.11,5.89,77.0,0.96,Kisumu_Kenya
2021-08-05,20.28,8.65,73.93,1.11,Kisumu_Kenya
2021-08-06,20.23,2.75,72.51,1.07,Kisumu_Kenya
2021-08-07,20.36,4.24,72.54,1.23,Kisumu_Kenya
2021-08-08,19.83,10.16,79.6,1.57,Kisumu_Kenya
2021-08-09,18.97,13.27,87.29,1.96,Kisumu_Kenya
2021-08-10,18.53,2.0,85.59,2.15,Kisumu_Kenya
2021-08-11,19.58,3.29,78.29,1.35,Kisumu_Kenya
2021-08-12,19.0,3.32,80.71,0.89,Kisumu_Kenya
2021-08-13,19.81,17.99,80.07,1.23,Kisumu_Kenya
2021-08-14,17.47,7.71,82.97,1.74,Kisumu_Kenya
2021-08-15,18.86,1.11,74.43,1.7,Kisumu_Kenya
2021-08-16,19.55,6.89,72.66,1.29,Kisumu_Kenya
2021-08-17,19.96,2.44,76.32,0.83,Kisumu_Kenya
2021-08-18,19.98,4.4,76.33,1.21,Kisumu_Kenya
2021-08-19,19.93,14.11,76.6,0.85,Kisumu_Kenya
2021-08-20,19.61,17.64,78.75,1.03,Kisumu_Kenya
2021-08-21,19.94,2.62,74.26,1.53,Kisumu_Kenya
2021-08-22,20.61,0.96,67.4,1.73,Kisumu_Kenya
2021-08-23,20.33,0.17,65.18,1.15,Kisumu_Kenya
2021-08-24,20.06,0.97,66.66,1.64,Kisumu_Kenya
2021-08-25,20.81,0.62,64.56,0.83,Kisumu_Kenya
2021-08-26,20.83,0.61,64.35,1.17,Kisumu_Kenya
2021-08-27,20.88,8.57,67.95,0.85,Kisumu_Kenya
2021-08-28,20.64,0.9,69.47,1.21,Kisumu_Kenya
2021-08-29,21.62,0.16,58.64,1.23,Kisumu_Kenya
2021-08-30,20.45,0.66,71.78,1.47,Kisumu_Kenya
2021-08-31,19.79,8.88,81.33,1.66,Kisumu_Kenya
2021-09-01,19.99,3.69,79.58,1.14,Kisumu_Kenya
2021-09-02,20.91,1.28,70.0,1.01,Kisumu_Kenya
2021-09-03,19.8,15.67,76.26,1.18,Kisumu_Kenya
2021-09-04,19.88,12.41,76.87,1.3,Kisumu_Kenya
2021-09-05,19.31,9.02,81.0,1.13,Kisumu_Kenya
2021-09-06,19.68,4.64,79.81,0.82,Kisumu_Kenya
2021-09-07,20.28,4.08,75.57,1.09,Kisumu_Kenya
2021-09-08,20.5,6.3,74.29,0.98,Kisumu_Kenya
2021-09-09,20.31,7.42,74.09,1.71,Kisumu_Kenya
2021-09-10,20.04,8.37,73.63,1.18,Kisumu_Kenya
2021-09-11,20.18,8.04,74.25,1.24,Kisumu_Kenya
2021-09-12,20.32,2.26,73.44,1.07,Kisumu_Kenya
2021-09-13,20.92,0.95,67.23,1.08,Kisumu_Kenya
2021-09-14,21.31,6.32,69.08,0.9,Kisumu_Kenya
2021-09-15,19.4,12.85,81.07,0.69,Kisumu_Kenya
2021-09-16,20.57,15.6,76.21,1.01,Kisumu_Kenya
2021-09-17,19.91,25.6,81.92,1.35,Kisumu_Kenya
2021-09-18,18.4,30.99,89.24,2.42,Kisumu_Kenya
2021-09-19,18.88,15.16,80.54,0.77,Kisumu_Kenya
2021-09-20,19.77,4.87,75.76,1.31,Kisumu_Kenya
2021-09-21,20.5,8.25,77.0,0.78,Kisumu_Kenya
2021-09-22,19.19,10.64,82.03,1.1,Kisumu_Kenya
2021-09-23,20.86,0.54,71.32,1.0,Kisumu_Kenya
2021-09-24,20.32,6.65,79.36,1.77,Kisumu_Kenya
2021-09-25,18.32,12.9,80.47,1.72,Kisumu_Kenya
2021-09-26,19.91,3.29,71.08,0.98,Kisumu_Kenya
2021-09-27,19.99,8.74,79.5,1.16,Kisumu_Kenya
2021-09-28,21.01,1.71,73.22,0.7,Kisumu_Kenya
2021-09-29,21.32,0.37,69.81,1.06,Kisumu_Kenya
2021-09-30,21.56,0.76,68.09,0.93,Kisumu_Kenya
2021-10-01,20.5,7.01,73.45,0.91,Kisumu_Kenya
2021-10-02,20.4,5.86,77.55,1.07,Kisumu_Kenya
2021-10-03,20.72,11.39,75.58,0.83,Kisumu_Kenya
2021-10-04,20.52,7.23,81.02,1.12,Kisumu_Kenya
2021-10-05,20.62,5.45,80.01,1.56,Kisumu_Kenya
2021-10-06,19.98,13.15,79.0,1.54,Kisumu_Kenya
2021-10-07,20.56,4.75,75.55,1.47,Kisumu_Kenya
2021-10-08,20.63,5.95,78.81,1.12,Kisumu_Kenya
2021-10-09,20.27,10.7,82.69,1.07,Kisumu_Kenya
2021-10-10,20.32,4.8,81.57,0.91,Kisumu_Kenya
2021-10-11,19.57,6.71,85.69,1.35,Kisumu_Kenya
2021-10-12,20.08,11.94,79.15,1.84,Kisumu_Kenya
2021-10-13,20.06,7.9,76.94,1.06,Kisumu_Kenya
2021-10-14,20.46,2.83,77.57,0.78,Kisumu_Kenya
2021-10-15,21.02,1.82,71.45,1.44,Kisumu_Kenya
2021-10-16,21.07,1.71,74.94,1.2,Kisumu_Kenya
2021-10-17,21.52,0.76,72.48,1.49,Kisumu_Kenya
2021-10-18,21.62,2.93,68.9,0.67,Kisumu_Kenya
2021-10-19,21.78,4.56,72.38,1.54,Kisumu_Kenya
2021-10-20,21.16,16.01,78.16,1.61,Kisumu_Kenya
2021-10-21,21.4,7.32,75.08,1.7,Kisumu_Kenya
2021-10-22,20.88,2.38,73.86,1.24,Kisumu_Kenya
2021-10-23,20.83,6.76,71.31,2.56,Kisumu_Kenya
2021-10-24,21.2,0.96,68.04,2.97,Kisumu_Kenya
2021-10-25,20.96,0.47,67.65,2.67,Kisumu_Kenya
2021-10-26,20.86,1.51,68.09,2.71,Kisumu_Kenya
2021-10-27,21.05,3.91,70.32,2.7,Kisumu_Kenya
2021-10-28,21.03,0.36,68.37,1.74,Kisumu_Kenya
2021-10-29,21.58,1.27,68.72,0.82,Kisumu_Kenya
2021-10-30,20.98,2.79,74.29,1.67,Kisumu_Kenya
2021-10-31,21.22,1.19,72.32,2.5,Kisumu_Kenya
2021-11-01,20.69,1.18,70.83,2.6,Kisumu_Kenya
2021-11-02,20.69,1.27,72.9,1.91,Kisumu_Kenya
2021-11-03,21.03,1.97,71.6,1.84,Kisumu_Kenya
2021-11-04,20.58,11.98,74.25,1.48,Kisumu_Kenya
2021-11-05,20.85,8.59,73.67,1.1,Kisumu_Kenya
2021-11-06,20.84,8.83,75.26,1.11,Kisumu_Kenya
2021-11-07,20.87,1.19,73.15,1.24,Kisumu_Kenya
2021-11-08,20.95,1.47,72.94,1.22,Kisumu_Kenya
2021-11-09,21.43,1.59,71.5,1.31,Kisumu_Kenya
2021-11-10,21.29,3.68,73.95,1.72,Kisumu_Kenya
2021-11-11,21.32,0.64,68.69,1.76,Kisumu_Kenya
2021-11-12,21.28,0.3,68.53,1.17,Kisumu_Kenya
2021-11-13,21.39,0.21,68.02,2.0,Kisumu_Kenya
2021-11-14,21.44,0.02,64.07,2.48,Kisumu_Kenya
2021-11-15,21.13,4.82,69.22,2.36,Kisumu_Kenya
2021-11-16,21.07,5.65,72.72,2.07,Kisumu_Kenya
2021-11-17,20.94,0.94,67.02,2.59,Kisumu_Kenya
