date,T2M,PRECTOTCORR,RH2M,WS2M,location
2024-06-25,16.55,5.29,89.52,1.34,Kitale_Kenya
2024-06-26,16.35,2.43,85.64,0.79,Kitale_Kenya
2024-06-27,16.68,2.94,85.44,1.13,Kitale_Kenya
2024-06-28,16.73,5.44,88.34,1.4,Kitale_Kenya
2024-06-29,16.53,6.21,88.24,1.21,Kitale_Kenya
2024-06-30,15.78,21.45,91.13,1.07,Kitale_Kenya
2024-07-01,16.69,2.97,84.44,0.75,Kitale_Kenya
2024-07-02,17.33,3.86,84.43,0.86,Kitale_Kenya
2024-07-03,16.74,2.59,86.33,1.38,Kitale_Kenya
2024-07-04,17.15,2.77,80.45,1.11,Kitale_Kenya
2024-07-05,17.24,3.92,81.86,1.06,Kitale_Kenya
2024-07-06,15.71,21.17,90.31,1.14,Kitale_Kenya
2024-07-07,16.27,6.47,83.96,1.1,Kitale_Kenya
2024-07-08,16.1,5.46,87.93,1.44,Kitale_Kenya
2024-07-09,16.74,4.07,85.07,0.53,Kitale_Kenya
2024-07-10,16.39,22.45,90.94,1.32,Kitale_Kenya
2024-07-11,16.84,3.28,87.3,1.14,Kitale_Kenya
2024-07-12,16.89,13.46,87.03,1.16,Kitale_Kenya
2024-07-13,17.54,5.9,80.77,0.58,Kitale_Kenya
2024-07-14,17.15,27.32,86.08,0.89,Kitale_Kenya
2024-07-15,16.91,16.0,90.21,1.19,Kitale_Kenya
2024-07-16,16.49,2.38,90.09,1.71,Kitale_Kenya
2024-07-17,16.04,2.6,91.83,1.49,Kitale_Kenya
2024-07-18,16.38,5.94,86.92,0.96,Kitale_Kenya
2024-07-19,16.66,12.49,87.29,1.15,Kitale_Kenya
2024-07-20,16.53,14.98,89.2,1.19,Kitale_Kenya
2024-07-21,14.88,10.2,90.4,1.16,Kitale_Kenya
2024-07-22,16.36,17.92,88.97,0.86,Kitale_Kenya
2024-07-23,16.04,9.14,85.73,0.54,Kitale_Kenya
2024-07-24,15.86,5.13,91.16,0.82,Kitale_Kenya
2024-07-25,16.41,14.74,87.98,1.52,Kitale_Kenya
2024-07-26,15.85,23.07,87.84,1.61,Kitale_Kenya
2024-07-27,16.4,47.06,85.11,1.08,Kitale_Kenya
2024-07-28,16.25,62.73,90.21,0.84,Kitale_Kenya
2024-07-29,16.34,28.92,90.21,1.35,Kitale_Kenya
2024-07-30,15.53,12.31,90.21,0.96,Kitale_Kenya
2024-07-31,15.86,12.55,91.13,0.49,Kitale_Kenya
2024-08-01,15.63,12.43,93.64,0.89,Kitale_Kenya
2024-08-02,16.15,3.6,89.02,1.23,Kitale_Kenya
2024-08-03,16.31,10.4,89.15,0.53,Kitale_Kenya
2024-08-04,17.23,5.43,86.23,1.0,Kitale_Kenya
2024-08-05,16.35,18.03,88.99,1.28,Kitale_Kenya
2024-08-06,16.14,5.78,87.45,1.46,Kitale_Kenya
2024-08-07,16.34,14.94,87.22,0.72,Kitale_Kenya
2024-08-08,16.66,3.78,87.28,0.96,Kitale_Kenya
2024-08-09,16.97,6.1,86.73,0.93,Kitale_Kenya
2024-08-10,17.22,14.14,84.73,0.95,Kitale_Kenya
2024-08-11,17.52,25.04,82.71,0.75,Kitale_Kenya
2024-08-12,15.63,26.97,90.54,1.42,Kitale_Kenya
2024-08-13,16.36,20.42,87.32,1.05,Kitale_Kenya
2024-08-14,16.84,11.64,87.65,1.36,Kitale_Kenya
2024-08-15,16.15,4.71,89.4,1.56,Kitale_Kenya
2024-08-16,16.06,3.74,89.45,0.86,Kitale_Kenya
2024-08-17,15.9,18.36,89.31,0.54,Kitale_Kenya
2024-08-18,15.72,8.72,91.37,0.87,Kitale_Kenya
2024-08-19,16.28,8.58,88.84,0.87,Kitale_Kenya
2024-08-20,15.83,9.71,91.7,1.66,Kitale_Kenya
2024-08-21,14.99,3.95,90.63,1.66,Kitale_Kenya
2024-08-22,14.97,2.42,89.24,1.39,Kitale_Kenya
2024-08-23,15.95,3.54,86.7,1.11,Kitale_Kenya
2024-08-24,16.24,35.03,89.91,0.86,Kitale_Kenya
2024-08-25,16.54,27.6,88.03,0.76,Kitale_Kenya
2024-08-26,16.78,5.82,86.57,1.24,Kitale_Kenya
2024-08-27,16.88,1.69,81.76,1.13,Kitale_Kenya
2024-08-28,17.22,2.27,81.72,1.3,Kitale_Kenya
2024-08-29,17.59,0.66,78.68,1.26,Kitale_Kenya
2024-08-30,18.02,0.66,74.34,0.97,Kitale_Kenya
2024-08-31,17.95,4.82,74.35,0.63,Kitale_Kenya
2024-09-01,17.25,7.01,82.36,0.69,Kitale_Kenya
2024-09-02,16.01,28.17,85.54,0.95,Kitale_Kenya
2024-09-03,17.04,14.53,85.25,1.06,Kitale_Kenya
2024-09-04,16.76,11.11,86.68,1.51,Kitale_Kenya
2024-09-05,17.15,1.75,81.81,1.13,Kitale_Kenya
2024-09-06,17.56,18.94,79.2,0.62,Kitale_Kenya
2024-09-07,17.87,4.93,77.47,1.11,Kitale_Kenya
2024-09-08,17.65,3.13,76.53,1.16,Kitale_Kenya
2024-09-09,18.07,5.58,76.67,0.88,Kitale_Kenya
2024-09-10,18.07,7.85,74.0,0.97,Kitale_Kenya
2024-09-11,17.99,10.82,76.81,0.92,Kitale_Kenya
2024-09-12,18.6,2.93,73.01,0.59,Kitale_Kenya
2024-09-13,18.65,4.35,72.35,0.94,Kitale_Kenya
2024-09-14,17.81,9.06,75.25,1.0,Kitale_Kenya
2024-09-15,17.17,16.05,81.7,0.92,Kitale_Kenya
2024-09-16,17.23,1.83,77.34,1.32,Kitale_Kenya
2024-09-17,18.08,0.49,73.82,1.08,Kitale_Kenya
2024-09-18,18.19,5.86,77.87,0.71,Kitale_Kenya
2024-09-19,17.67,20.59,81.18,1.1,Kitale_Kenya
2024-09-20,17.48,5.51,79.82,1.23,Kitale_Kenya
2024-09-21,17.53,4.75,81.21,1.7,Kitale_Kenya
2024-09-22,17.74,4.1,79.36,1.13,Kitale_Kenya
2024-09-23,17.32,22.37,83.56,1.01,Kitale_Kenya
2024-09-24,16.76,9.49,85.0,1.0,Kitale_Kenya
2024-09-25,17.88,1.25,78.52,0.66,Kitale_Kenya
2024-09-26,18.04,2.52,78.16,0.85,Kitale_Kenya
2024-09-27,17.54,14.85,84.38,0.77,Kitale_Kenya
2024-09-28,17.3,1.22,87.65,1.75,Kitale_Kenya
2024-09-29,17.14,0.35,85.72,1.31,Kitale_Kenya
2024-09-30,16.16,2.55,93.17,1.43,Kitale_Kenya
2024-10-01,17.13,1.87,87.62,1.5,Kitale_Kenya
2024-10-02,17.44,0.38,81.88,2.38,Kitale_Kenya
2024-10-03,16.9,0.04,77.75,2.21,Kitale_Kenya
2024-10-04,17.43,0.48,76.71,1.45,Kitale_Kenya
2024-10-05,18.21,0.83,77.0,0.79,Kitale_Kenya
2024-10-06,17.53,3.41,83.63,1.32,Kitale_Kenya
2024-10-07,17.49,7.18,85.8,1.38,Kitale_Kenya
2024-10-08,17.95,1.67,78.88,1.32,Kitale_Kenya
2024-10-09,17.9,5.49,77.49,1.26,Kitale_Kenya
2024-10-10,17.25,9.19,79.63,1.07,Kitale_Kenya
2024-10-11,17.97,3.33,74.29,0.88,Kitale_Kenya
2024-10-12,17.7,3.27,76.66,1.25,Kitale_Kenya
2024-10-13,17.83,2.56,79.46,0.99,Kitale_Kenya
2024-10-14,17.25,37.87,82.32,1.51,Kitale_Kenya
2024-10-15,17.84,73.97,81.98,0.73,Kitale_Kenya
2024-10-16,16.86,33.21,89.82,1.24,Kitale_Kenya
2024-10-17,17.16,30.42,88.21,1.99,Kitale_Kenya
2024-10-18,17.27,9.36,87.79,1.37,Kitale_Kenya
2024-10-19,17.18,52.53,89.17,1.09,Kitale_Kenya
2024-10-20,17.31,16.04,86.95,1.66,Kitale_Kenya
2024-10-21,17.5,0.99,83.09,1.57,Kitale_Kenya
2024-10-22,18.11,3.25,81.72,1.3,Kitale_Kenya
2024-10-23,17.89,12.22,83.76,0.98,Kitale_Kenya
2024-10-24,18.21,1.52,79.64,1.17,Kitale_Kenya
2024-10-25,18.12,0.92,80.03,1.48,Kitale_Kenya
2024-10-26,17.81,1.38,79.37,1.65,Kitale_Kenya
2024-10-27,18.17,1.63,81.29,1.95,Kitale_Kenya
2024-10-28,17.93,2.78,81.02,1.76,Kitale_Kenya
2024-10-29,18.1,1.29,78.66,1.54,Kitale_Kenya
2024-10-30,18.09,0.06,74.28,1.58,Kitale_Kenya
2024-10-31,18.07,0.63,75.14,1.36,Kitale_Kenya
2024-11-01,17.89,10.44,82.54,1.67,Kitale_Kenya
2024-11-02,17.54,1.83,82.06,2.08,Kitale_Kenya
2024-11-03,17.91,0.61,80.58,2.01,Kitale_Kenya
2024-11-04,17.77,1.67,80.11,1.99,Kitale_Kenya
2024-11-05,16.96,12.64,88.52,1.97,Kitale_Kenya
2024-11-06,16.79,4.97,87.33,3.1,Kitale_Kenya
2024-11-07,16.76,2.46,85.17,3.79,Kitale_Kenya
2024-11-08,16.77,0.39,80.96,3.66,Kitale_Kenya
2024-11-09,16.87,0.3,80.68,2.88,Kitale_Kenya
2024-11-10,17.15,1.47,82.24,2.81,Kitale_Kenya
2024-11-11,16.45,5.23,88.5,2.81,Kitale_Kenya
2024-11-12,16.83,0.48,85.47,2.63,Kitale_Kenya
2024-11-13,17.18,2.33,83.43,1.54,Kitale_Kenya
2024-11-14,17.31,1.12,84.28,1.78,Kitale_Kenya
2024-11-15,17.22,1.71,87.37,2.15,Kitale_Kenya
2024-11-16,16.77,2.03,88.26,2.52,Kitale_Kenya
2024-11-17,16.85,1.76,80.8,2.36,Kitale_Kenya
2024-11-18,16.98,0.07,77.45,2.04,Kitale_Kenya
2024-11-19,17.55,1.73,82.28,1.75,Kitale_Kenya
2024-11-20,17.38,6.96,85.37,2.0,Kitale_Kenya
2024-11-21,17.07,12.26,87.38,2.24,Kitale_Kenya
2024-11-22,17.32,3.71,85.48,1.83,Kitale_Kenya
2024-11-23,17.43,7.31,85.64,1.9,Kitale_Kenya
2024-11-24,17.49,11.47,86.74,1.6,Kitale_Kenya
2024-11-25,16.55,28.85,87.65,1.1,Kitale_Kenya
2024-11-26,16.47,32.67,88.28,0.83,Kitale_Kenya
2024-11-27,16.23,26.2,91.76,1.21,Kitale_Kenya
2024-11-28,15.91,11.82,89.38,1.0,Kitale_Kenya
2024-11-29,16.21,10.76,88.92,1.34,Kitale_Kenya
2024-11-30,16.38,1.69,85.9,1.46,Kitale_Kenya
2024-12-01,15.79,1.09,86.84,2.3,Kitale_Kenya
2024-12-02,15.58,2.74,83.65,2.17,Kitale_Kenya
2024-12-03,15.1,0.57,78.4,2.36,Kitale_Kenya
2024-12-04,14.98,0.0,76.38,2.67,Kitale_Kenya
2024-12-05,15.52,0.12,76.06,2.25,Kitale_Kenya
2024-12-06,15.44,0.84,79.82,2.25,Kitale_Kenya
2024-12-07,14.68,0.02,74.53,2.74,Kitale_Kenya
2024-12-08,15.08,0.02,77.13,2.6,Kitale_Kenya
2024-12-09,16.02,0.76,81.62,2.4,Kitale_Kenya
2024-12-10,16.53,0.52,82.24,2.61,Kitale_Kenya
2024-12-11,16.85,0.33,79.99,2.76,Kitale_Kenya
2024-12-12,16.5,0.46,80.66,2.46,Kitale_Kenya
2024-12-13,16.26,0.39,80.48,1.98,Kitale_Kenya
2024-12-14,16.96,0.3,79.03,1.77,Kitale_Kenya
2024-12-15,17.4,0.24,81.07,2.29,Kitale_Kenya
2024-12-16,16.83,0.06,77.62,3.32,Kitale_Kenya
2024-12-17,16.6,0.02,79.23,2.93,Kitale_Kenya
2024-12-18,16.64,0.25,82.25,2.21,Kitale_Kenya
2024-12-19,16.95,5.52,80.46,1.69,Kitale_Kenya
2024-12-20,17.22,6.18,81.28,1.58,Kitale_Kenya
2024-12-21,17.13,3.8,83.0,1.72,Kitale_Kenya
2024-12-22,17.03,5.39,84.36,1.62,Kitale_Kenya
2024-12-23,17.12,1.17,83.48,2.28,Kitale_Kenya
2024-12-24,17.07,1.17,83.28,1.82,Kitale_Kenya
2024-12-25,17.48,2.56,83.6,2.2,Kitale_Kenya
2024-12-26,17.14,0.68,81.77,3.21,Kitale_Kenya
2024-12-27,16.55,0.26,79.11,3.3,Kitale_Kenya
2024-12-28,15.85,0.04,74.92,2.89,Kitale_Kenya
2024-12-29,15.57,0.0,71.0,2.3,Kitale_Kenya
2024-12-30,16.01,0.07,71.86,2.49,Kitale_Kenya
2024-12-31,16.23,0.43,77.1,2.36,Kitale_Kenya
2025-01-01,16.03,0.01,75.0,3.26,Kitale_Kenya
2025-01-02,15.85,0.0,72.91,3.5,Kitale_Kenya
2025-01-03,15.95,0.01,74.67,3.42,Kitale_Kenya
2025-01-04,16.41,0.02,76.79,3.2,Kitale_Kenya
2025-01-05,15.78,0.01,74.22,3.27,Kitale_Kenya
2025-01-06,15.71,0.0,70.95,2.61,Kitale_Kenya
2025-01-07,16.07,0.05,67.01,1.56,Kitale_Kenya
2025-01-08,17.22,0.05,64.32,1.37,Kitale_Kenya
2025-01-09,16.86,1.92,76.07,1.68,Kitale_Kenya
2025-01-10,17.36,4.32,82.08,2.44,Kitale_Kenya
2025-01-11,17.69,1.0,78.67,2.22,Kitale_Kenya
2025-01-12,17.25,0.49,78.55,2.06,Kitale_Kenya
2025-01-13,17.44,0.75,73.05,2.44,Kitale_Kenya
2025-01-14,15.79,0.0,66.57,3.7,Kitale_Kenya
2025-01-15,15.61,0.0,65.46,4.41,Kitale_Kenya
2025-01-16,15.83,0.0,67.79,4.11,Kitale_Kenya
2025-01-17,16.28,0.0,69.27,2.98,Kitale_Kenya
2025-01-18,17.03,0.0,68.94,2.38,Kitale_Kenya
2025-01-19,17.1,0.0,65.93,2.05,Kitale_Kenya
2025-01-20,16.52,0.0,60.61,2.28,Kitale_Kenya
2025-01-21,16.83,0.0,63.41,2.24,Kitale_Kenya
2025-01-22,17.72,1.81,63.06,1.77,Kitale_Kenya
2025-01-23,16.94,2.96,70.63,2.0,Kitale_Kenya
2025-01-24,17.43,3.29,70.66,1.73,Kitale_Kenya
2025-01-25,17.98,1.09,67.86,1.52,Kitale_Kenya
2025-01-26,17.93,0.34,66.16,1.64,Kitale_Kenya
2025-01-27,18.19,1.16,62.71,1.67,Kitale_Kenya
2025-01-28,17.63,3.7,72.02,1.28,Kitale_Kenya
2025-01-29,16.51,7.17,82.63,1.75,Kitale_Kenya
2025-01-30,16.63,4.84,78.65,2.07,Kitale_Kenya
2025-01-31,17.6,1.12,72.34,1.96,Kitale_Kenya
2025-02-01,18.1,1.18,70.94,1.67,Kitale_Kenya
2025-02-02,17.88,0.08,67.79,1.59,Kitale_Kenya
2025-02-03,17.6,0.01,62.46,2.68,Kitale_Kenya
2025-02-04,17.48,0.01,63.13,3.4,Kitale_Kenya
2025-02-05,16.74,0.0,55.16,3.05,Kitale_Kenya
2025-02-06,18.02,0.01,60.73,2.52,Kitale_Kenya
2025-02-07,18.74,0.15,65.34,2.71,Kitale_Kenya
2025-02-08,19.13,0.05,64.94,2.53,Kitale_Kenya
2025-02-09,19.13,0.0,59.03,2.07,Kitale_Kenya
2025-02-10,19.37,0.28,61.73,2.68,Kitale_Kenya
2025-02-11,18.89,0.0,56.18,3.69,Kitale_Kenya
2025-02-12,18.89,4.01,67.14,3.85,Kitale_Kenya
2025-02-13,18.71,2.58,70.52,3.78,Kitale_Kenya
2025-02-14,18.97,0.07,61.72,3.73,Kitale_Kenya
2025-02-15,18.92,15.86,66.79,2.41,Kitale_Kenya
2025-02-16,19.12,2.13,66.05,2.83,Kitale_Kenya
2025-02-17,18.36,0.08,58.34,3.49,Kitale_Kenya
2025-02-18,17.68,0.0,54.8,3.49,Kitale_Kenya
2025-02-19,17.41,0.0,54.09,2.85,Kitale_Kenya
2025-02-20,17.61,0.0,49.33,2.77,Kitale_Kenya
2025-02-21,18.07,0.0,49.25,2.91,Kitale_Kenya
2025-02-22,17.93,0.0,52.39,3.71,Kitale_Kenya
2025-02-23,18.12,0.0,55.86,3.66,Kitale_Kenya
2025-02-24,18.74,0.0,61.48,3.29,Kitale_Kenya
2025-02-25,18.41,0.0,57.38,3.7,Kitale_Kenya
2025-02-26,18.23,0.0,51.91,3.41,Kitale_Kenya
2025-02-27,18.04,0.0,51.33,3.28,Kitale_Kenya
2025-02-28,19.09,0.0,53.1,2.81,Kitale_Kenya
2025-03-01,19.86,1.29,56.0,2.45,Kitale_Kenya
2025-03-02,19.85,0.0,55.77,3.04,Kitale_Kenya
2025-03-03,19.97,0.0,54.27,3.05,Kitale_Kenya
2025-03-04,20.02,0.0,55.89,2.31,Kitale_Kenya
2025-03-05,20.5,0.0,54.68,3.26,Kitale_Kenya
2025-03-06,20.86,0.0,54.06,2.6,Kitale_Kenya
2025-03-07,21.24,0.06,57.32,2.95,Kitale_Kenya
2025-03-08,20.49,0.76,63.95,2.43,Kitale_Kenya
2025-03-09,19.92,8.6,71.15,1.77,Kitale_Kenya
2025-03-10,18.17,18.35,82.94,1.99,Kitale_Kenya
2025-03-11,18.28,5.52,78.18,2.08,Kitale_Kenya
2025-03-12,19.17,0.74,71.62,2.53,Kitale_Kenya
2025-03-13,19.64,0.39,67.67,2.38,Kitale_Kenya
2025-03-14,20.03,0.02,57.17,3.02,Kitale_Kenya
2025-03-15,19.98,0.12,51.58,2.13,Kitale_Kenya
2025-03-16,19.72,6.13,63.1,1.53,Kitale_Kenya
2025-03-17,19.8,1.91,71.96,1.64,Kitale_Kenya
2025-03-18,19.69,2.02,70.03,2.38,Kitale_Kenya
2025-03-19,19.18,5.44,74.91,2.67,Kitale_Kenya
2025-03-20,17.96,11.9,81.32,2.62,Kitale_Kenya
2025-03-21,19.41,2.37,71.93,2.15,Kitale_Kenya
2025-03-22,19.79,2.68,70.66,2.8,Kitale_Kenya
2025-03-23,19.89,4.73,72.08,2.7,Kitale_Kenya
2025-03-24,18.85,27.32,78.78,2.72,Kitale_Kenya
2025-03-25,18.4,8.66,81.87,1.93,Kitale_Kenya
2025-03-26,18.34,37.65,81.66,1.49,Kitale_Kenya
2025-03-27,17.87,4.92,80.13,1.91,Kitale_Kenya
2025-03-28,17.36,18.71,84.56,2.16,Kitale_Kenya
2025-03-29,17.74,4.01,78.86,1.54,Kitale_Kenya
2025-03-30,18.1,1.26,77.13,1.85,Kitale_Kenya
2025-03-31,18.34,0.91,76.34,2.63,Kitale_Kenya
2025-04-01,18.65,6.22,75.41,2.82,Kitale_Kenya
2025-04-02,18.76,4.3,76.86,2.56,Kitale_Kenya
2025-04-03,18.93,1.71,75.2,2.01,Kitale_Kenya
2025-04-04,18.79,12.94,79.67,1.52,Kitale_Kenya
2025-04-05,18.32,4.07,80.54,2.0,Kitale_Kenya
2025-04-06,18.04,10.76,82.04,2.34,Kitale_Kenya
2025-04-07,18.65,5.62,76.24,1.77,Kitale_Kenya
2025-04-08,17.93,6.53,80.64,1.43,Kitale_Kenya
2025-04-09,18.01,1.97,79.18,1.37,Kitale_Kenya
2025-04-10,18.0,7.44,78.39,1.35,Kitale_Kenya
2025-04-11,18.23,3.37,78.03,1.03,Kitale_Kenya
2025-04-12,17.13,13.76,84.05,0.73,Kitale_Kenya
2025-04-13,16.22,31.85,91.38,0.81,Kitale_Kenya
2025-04-14,17.13,11.64,86.25,0.84,Kitale_Kenya
2025-04-15,16.61,9.33,91.09,0.98,Kitale_Kenya
2025-04-16,17.63,3.13,85.43,1.44,Kitale_Kenya
2025-04-17,18.22,16.24,83.01,0.84,Kitale_Kenya
2025-04-18,16.9,24.52,89.1,1.5,Kitale_Kenya
2025-04-19,16.99,5.67,86.15,1.18,Kitale_Kenya
2025-04-20,16.33,34.35,89.26,1.77,Kitale_Kenya
2025-04-21,17.25,0.96,80.89,1.9,Kitale_Kenya
2025-04-22,17.53,1.8,83.3,2.05,Kitale_Kenya
2025-04-23,17.35,3.0,85.04,2.77,Kitale_Kenya
2025-04-24,17.02,1.87,81.2,3.61,Kitale_Kenya
2025-04-25,17.4,0.3,80.88,2.88,Kitale_Kenya
2025-04-26,17.84,0.06,77.47,2.22,Kitale_Kenya
2025-04-27,18.25,0.27,75.16,1.48,Kitale_Kenya
2025-04-28,18.21,0.63,75.28,1.53,Kitale_Kenya
2025-04-29,18.58,1.43,77.58,1.12,Kitale_Kenya
2025-04-30,17.04,15.0,89.69,1.68,Kitale_Kenya
2025-05-01,17.88,3.55,83.86,2.03,Kitale_Kenya
2025-05-02,17.94,1.43,81.22,1.98,Kitale_Kenya
2025-05-03,18.11,3.92,82.12,1.6,Kitale_Kenya
2025-05-04,16.99,25.22,88.69,1.57,Kitale_Kenya
2025-05-05,15.31,11.8,89.26,1.7,Kitale_Kenya
2025-05-06,16.32,18.14,86.48,0.74,Kitale_Kenya
2025-05-07,16.04,38.57,88.87,0.97,Kitale_Kenya
2025-05-08,16.55,19.7,87.51,1.17,Kitale_Kenya
2025-05-09,16.42,8.84,89.97,0.92,Kitale_Kenya
2025-05-10,17.36,1.65,80.05,1.6,Kitale_Kenya
2025-05-11,17.79,1.15,76.11,1.35,Kitale_Kenya
2025-05-12,17.43,2.98,78.76,1.15,Kitale_Kenya
2025-05-13,16.21,8.57,89.16,1.52,Kitale_Kenya
2025-05-14,16.77,10.04,84.28,1.17,Kitale_Kenya
2025-05-15,17.28,2.59,81.19,1.55,Kitale_Kenya
2025-05-16,17.46,1.8,79.26,1.71,Kitale_Kenya
2025-05-17,17.53,0.05,75.28,1.89,Kitale_Kenya
2025-05-18,17.89,0.47,76.02,1.07,Kitale_Kenya
2025-05-19,18.0,3.72,77.7,0.71,Kitale_Kenya
2025-05-20,17.96,4.18,80.82,1.01,Kitale_Kenya
2025-05-21,18.2,2.05,82.63,0.95,Kitale_Kenya
2025-05-22,18.03,3.92,85.25,0.72,Kitale_Kenya
2025-05-23,17.21,12.88,88.04,0.52,Kitale_Kenya
2025-05-24,16.67,5.31,89.13,0.84,Kitale_Kenya
2025-05-25,17.29,5.52,82.87,1.18,Kitale_Kenya
2025-05-26,17.58,2.5,82.86,1.26,Kitale_Kenya
2025-05-27,17.7,1.41,82.88,1.15,Kitale_Kenya
2025-05-28,16.02,5.4,89.72,0.66,Kitale_Kenya
2025-05-29,17.32,3.01,82.85,0.87,Kitale_Kenya
2025-05-30,17.2,3.0,83.98,1.45,Kitale_Kenya
2025-05-31,17.11,16.23,82.36,0.82,Kitale_Kenya
2025-06-01,18.09,5.26,74.95,0.9,Kitale_Kenya
2025-06-02,17.28,1.43,80.27,1.26,Kitale_Kenya
2025-06-03,17.12,5.6,79.54,1.16,Kitale_Kenya
2025-06-04,16.62,5.11,83.95,0.59,Kitale_Kenya
2025-06-05,16.09,31.49,85.47,1.08,Kitale_Kenya
2025-06-06,15.63,25.71,89.9,1.05,Kitale_Kenya
2025-06-07,16.66,2.86,81.78,0.99,Kitale_Kenya
2025-06-08,17.33,0.73,79.14,1.26,Kitale_Kenya
2025-06-09,17.64,0.33,76.55,0.9,Kitale_Kenya
2025-06-10,17.65,2.63,81.55,0.89,Kitale_Kenya
2025-06-11,17.09,4.34,85.16,1.14,Kitale_Kenya
2025-06-12,17.76,1.86,78.24,1.04,Kitale_Kenya
2025-06-13,17.62,1.55,79.72,0.98,Kitale_Kenya
2025-06-14,17.39,3.99,80.75,0.92,Kitale_Kenya
2025-06-15,16.7,1.86,85.86,1.48,Kitale_Kenya
2025-06-16,16.55,2.09,86.85,0.97,Kitale_Kenya
2025-06-17,15.77,1.14,88.14,1.59,Kitale_Kenya
2025-06-18,15.93,2.89,85.55,1.29,Kitale_Kenya
2025-06-19,15.92,5.29,86.81,1.1,Kitale_Kenya
2025-06-20,16.28,7.9,84.11,1.22,Kitale_Kenya
2025-06-21,16.63,2.97,81.45,0.82,Kitale_Kenya
2025-06-22,16.9,1.86,79.61,1.22,Kitale_Kenya
2025-06-23,16.95,2.44,77.91,1.17,Kitale_Kenya
2025-06-24,17.3,1.12,74.96,1.38,Kitale_Kenya
2025-06-25,17.07,0.39,71.31,1.24,Kitale_Kenya
2025-06-26,17.59,0.1,66.75,0.77,Kitale_Kenya
2025-06-27,17.57,0.78,74.87,1.18,Kitale_Kenya
2025-06-28,16.96,21.46,84.76,1.18,Kitale_Kenya
2025-06-29,16.57,8.94,83.78,1.02,Kitale_Kenya
2025-06-30,16.17,17.73,88.03,1.06,Kitale_Kenya
2025-07-01,16.51,3.64,84.47,1.25,Kitale_Kenya
2025-07-02,16.79,3.93,82.52,1.26,Kitale_Kenya
2025-07-03,16.31,4.36,85.87,1.42,Kitale_Kenya
2025-07-04,16.64,3.99,84.21,1.18,Kitale_Kenya
2025-07-05,16.47,11.03,83.49,1.34,Kitale_Kenya
2025-07-06,16.88,6.7,80.33,1.37,Kitale_Kenya
2025-07-07,17.04,14.86,81.87,0.75,Kitale_Kenya
2025-07-08,17.0,38.59,84.7,0.57,Kitale_Kenya
2025-07-09,16.33,45.73,88.63,1.47,Kitale_Kenya
2025-07-10,15.45,17.74,90.17,1.64,Kitale_Kenya
2025-07-11,15.34,17.71,88.73,0.9,Kitale_Kenya
2025-07-12,15.99,8.51,86.64,1.11,Kitale_Kenya
2025-07-13,16.17,8.14,87.69,1.14,Kitale_Kenya
2025-07-14,16.33,4.53,84.16,1.11,Kitale_Kenya
2025-07-15,16.22,5.27,85.33,0.55,Kitale_Kenya
2025-07-16,15.93,5.92,87.64,1.4,Kitale_Kenya
2025-07-17,16.53,4.27,84.37,1.05,Kitale_Kenya
2025-07-18,17.1,2.22,81.38,0.64,Kitale_Kenya
2025-07-19,16.07,11.88,89.32,1.17,Kitale_Kenya
2025-07-20,16.48,3.4,82.23,0.93,Kitale_Kenya
2025-07-21,16.16,15.24,87.13,1.38,Kitale_Kenya
2025-07-22,16.08,12.67,89.15,1.0,Kitale_Kenya
2025-07-23,16.5,20.18,86.46,1.16,Kitale_Kenya
2025-07-24,16.94,10.21,83.97,1.0,Kitale_Kenya
2025-07-25,16.56,2.96,83.48,0.75,Kitale_Kenya
2025-07-26,16.47,2.35,83.08,0.73,Kitale_Kenya
2025-07-27,16.35,11.31,84.28,1.23,Kitale_Kenya
2025-07-28,16.63,21.75,84.11,1.09,Kitale_Kenya
2025-07-29,16.19,30.07,89.63,0.7,Kitale_Kenya
2025-07-30,15.87,24.52,88.39,0.99,Kitale_Kenya
2025-07-31,16.91,3.22,78.17,0.7,Kitale_Kenya
2025-08-01,16.14,15.64,84.42,1.28,Kitale_Kenya
2025-08-02,16.24,30.02,86.36,1.24,Kitale_Kenya
2025-08-03,16.06,56.36,86.0,1.3,Kitale_Kenya
2025-08-04,15.59,12.91,89.08,1.37,Kitale_Kenya
2025-08-05,15.57,7.4,88.5,1.36,Kitale_Kenya
2025-08-06,15.85,6.57,88.45,1.2,Kitale_Kenya
2025-08-07,16.23,4.75,87.46,1.25,Kitale_Kenya
2025-08-08,16.11,17.64,88.34,1.36,Kitale_Kenya
2025-08-09,16.49,24.24,82.29,0.65,Kitale_Kenya
2025-08-10,16.33,15.06,88.39,1.44,Kitale_Kenya
2025-08-11,16.51,6.59,83.33,0.96,Kitale_Kenya
2025-08-12,15.8,4.78,88.87,0.75,Kitale_Kenya
2025-08-13,15.86,6.39,86.81,1.22,Kitale_Kenya
2025-08-14,16.3,0.77,83.13,1.36,Kitale_Kenya
2025-08-15,16.39,1.32,83.63,1.23,Kitale_Kenya
2025-08-16,15.28,17.57,92.52,1.83,Kitale_Kenya
2025-08-17,15.45,6.85,88.45,1.76,Kitale_Kenya
2025-08-18,15.09,5.78,92.94,1.84,Kitale_Kenya
2025-08-19,14.8,23.3,91.68,2.23,Kitale_Kenya
2025-08-20,14.86,14.89,88.79,1.52,Kitale_Kenya
2025-08-21,14.13,6.97,87.3,1.46,Kitale_Kenya
